,OrderDate,OrderNumber,CustomerID,sales
83,2017-04-26,SO69087,11018,33.6442
84,2016-07-20,SO51492,11018,43.96
85,2017-04-26,SO69087,11018,17.98
86,2016-07-20,SO51492,11018,2071.4196
87,2017-04-26,SO69087,11018,742.35
88,2017-04-19,SO68563,11019,59.98
89,2016-09-14,SO54332,11019,33.6442
90,2016-08-16,SO52626,11019,7.98
91,2016-09-14,SO54332,11019,7.98
92,2016-11-26,SO58600,11019,7.98
93,2017-03-22,SO66658,11019,42.98
94,2016-08-16,SO52626,11019,49.98
95,2016-11-26,SO58600,11019,49.98
96,2017-06-12,SO72747,11019,69.99
97,2017-04-19,SO68563,11019,4.58
98,2016-11-09,SO57639,11019,4.58
99,2017-01-24,SO62659,11019,4.58
100,2017-02-23,SO64737,11019,4.58
101,2017-03-22,SO66658,11019,4.58
102,2017-03-11,SO65967,11019,49.98
103,2017-04-19,SO68563,11019,9.98
104,2017-01-24,SO62659,11019,35.0
105,2016-10-30,SO56910,11019,17.98
106,2017-04-28,SO69177,11019,34.99
107,2017-06-02,SO72015,11019,9.98
108,2016-11-09,SO57639,11019,9.98
109,2017-06-01,SO71963,11019,70.6443
110,2016-11-26,SO58600,11019,120.0
111,2017-06-01,SO71963,11019,48.0673
112,2017-06-02,SO72015,11019,57.98
113,2017-06-12,SO72747,11019,53.99
114,2016-09-05,SO53834,11019,53.99
115,2016-08-16,SO52626,11019,17.98
116,2016-09-14,SO54332,11019,17.98
117,2016-07-02,SO51193,11020,43.96
118,2016-07-02,SO51193,11020,2049.0982
119,2016-07-27,SO51610,11021,43.96
120,2016-07-27,SO51610,11021,2049.0982
121,2016-07-27,SO51610,11021,54.99
122,2016-07-24,SO51556,11022,2.29
123,2016-07-24,SO51556,11022,2071.4196
124,2016-08-21,SO52912,11023,43.96
125,2016-08-21,SO52912,11023,9.98
126,2016-08-21,SO52912,11023,35.0
127,2016-08-21,SO52912,11023,53.99
128,2017-01-27,SO62830,11024,7.98
129,2016-12-29,SO60998,11024,4.58
130,2017-01-27,SO62830,11024,4.58
131,2016-12-29,SO60998,11024,9.98
132,2016-12-29,SO60998,11024,35.0
133,2017-01-27,SO62830,11024,15.9
134,2016-07-24,SO51561,11025,43.96
135,2016-07-24,SO51561,11025,63.5
136,2016-07-24,SO51561,11025,2071.4196
137,2017-04-27,SO69157,11025,53.99
138,2017-04-27,SO69157,11025,742.35
139,2017-04-17,SO68468,11026,14.97
140,2016-09-28,SO55132,11026,47.0962
141,2017-04-17,SO68468,11026,57.98
142,2017-04-17,SO68468,11026,742.35
143,2016-09-28,SO55132,11026,54.99
144,2016-09-28,SO55132,11026,2071.4196
145,2017-04-26,SO69088,11027,4.58
146,2016-11-24,SO58536,11027,25.9326
147,2017-04-26,SO69088,11027,9.98
148,2016-11-24,SO58536,11027,2049.0982
149,2017-04-26,SO69088,11027,57.98
150,2016-11-24,SO58536,11027,54.99
151,2017-04-26,SO69088,11027,742.35
152,2016-11-14,SO57943,11028,4.58
153,2016-11-14,SO57943,11028,35.0
154,2016-11-14,SO57943,11028,2071.4196
155,2017-04-09,SO67961,11028,742.35
156,2017-05-14,SO70593,11029,9.98
157,2016-11-02,SO57294,11029,33.6442
158,2016-11-02,SO57294,11029,53.99
159,2016-11-02,SO57294,11029,2071.4196
160,2017-05-14,SO70593,11029,742.35
161,2017-05-12,SO70449,11030,17.2884
162,2017-01-25,SO62739,11030,2071.4196
163,2017-05-16,SO70748,11031,4.99
164,2017-01-16,SO62222,11031,2.29
165,2017-05-16,SO70748,11031,17.98
166,2017-01-16,SO62222,11031,2071.4196
167,2017-05-16,SO70748,11031,742.35
168,2017-02-12,SO64042,11032,19.98
169,2017-02-12,SO64042,11032,9.98
170,2017-02-12,SO64042,11032,4.58
171,2017-05-11,SO70373,11032,17.2884
172,2017-02-12,SO64042,11032,43.96
173,2017-02-12,SO64042,11032,9.98
174,2017-02-12,SO64042,11032,35.0
175,2017-02-12,SO64042,11032,2071.4196
176,2017-05-11,SO70373,11032,742.35
177,2017-05-08,SO70163,11033,9.98
178,2017-02-02,SO63409,11033,33.6442
179,2017-05-08,SO70163,11033,17.2884
180,2017-05-08,SO70163,11033,17.98
181,2017-02-02,SO63409,11033,2071.4196
182,2017-05-08,SO70163,11033,742.35
183,2017-05-13,SO70521,11034,53.99
184,2017-02-07,SO63737,11034,2049.0982
185,2017-05-13,SO70521,11034,742.35
186,2017-05-18,SO70870,11035,9.98
187,2017-05-18,SO70870,11035,8.99
188,2017-03-13,SO66140,11035,2071.4196
189,2017-05-18,SO70870,11035,742.35
190,2016-07-26,SO51593,11036,33.6442
191,2016-07-26,SO51593,11036,2071.4196
192,2016-07-24,SO51555,11037,9.99
193,2016-07-24,SO51555,11037,14.97
194,2016-07-24,SO51555,11037,2.29
195,2016-07-24,SO51555,11037,65.94
196,2016-07-24,SO51555,11037,4.99
197,2016-07-24,SO51555,11037,35.0
198,2016-07-24,SO51555,11037,2049.0982
199,2017-03-04,SO65549,11038,2071.4196
200,2017-05-15,SO70671,11038,742.35
201,2017-03-23,SO66747,11039,4.58
202,2017-05-14,SO70594,11039,17.2884
203,2017-03-23,SO66747,11039,17.2884
204,2017-05-14,SO70594,11039,9.98
205,2017-03-23,SO66747,11039,2071.4196
206,2017-03-23,SO66747,11039,120.0
207,2017-05-14,SO70594,11039,57.98
208,2017-05-14,SO70594,11039,742.35
209,2016-10-05,SO55599,11040,43.96
210,2016-10-05,SO55599,11040,17.98
211,2016-10-05,SO55599,11040,2071.4196
212,2016-07-18,SO51460,11041,21.98
213,2016-07-18,SO51460,11041,63.5
214,2016-07-18,SO51460,11041,2049.0982
215,2017-04-19,SO68609,11042,48.0673
216,2016-07-25,SO51577,11042,2071.4196
217,2017-04-19,SO68609,11042,742.35
218,2016-11-09,SO57638,11043,7.98
219,2016-11-09,SO57638,11043,17.2884
220,2017-02-19,SO64496,11043,35.0
221,2017-05-11,SO70374,11044,9.98
222,2017-05-07,SO70074,11044,35.0
223,2017-05-11,SO70374,11044,17.98
224,2017-05-07,SO70074,11044,2049.0982
225,2017-05-11,SO70374,11044,53.99
226,2017-05-11,SO70374,11044,742.35
227,2016-10-12,SO55973,11045,33.6442
228,2016-10-12,SO55973,11045,49.98
229,2017-05-01,SO69572,11045,48.0673
230,2017-05-01,SO69653,11046,47.0962
231,2017-05-01,SO69653,11046,34.99
232,2017-05-15,SO70651,11046,120.0
233,2017-05-15,SO70651,11046,2071.4196
234,2017-05-01,SO69653,11046,742.35
235,2017-05-22,SO71132,11047,2071.4196
236,2017-05-22,SO71132,11047,120.0
237,2017-05-07,SO70087,11047,742.35
238,2017-06-27,SO73924,11048,19.98
239,2017-06-27,SO73924,11048,9.98
240,2017-06-27,SO73924,11048,17.2884
241,2017-06-27,SO73924,11048,53.99
242,2017-05-17,SO70820,11048,15.9
243,2017-05-17,SO70820,11048,742.35
244,2017-05-01,SO69583,11049,11.97
245,2017-05-01,SO69583,11049,4.58
246,2016-09-10,SO54129,11049,9.98
247,2016-09-10,SO54129,11049,35.0
248,2016-09-10,SO54129,11049,34.99
249,2017-05-22,SO71147,11050,33.6442
250,2016-09-17,SO54526,11050,43.96
251,2016-09-17,SO54526,11050,769.49
252,2016-09-17,SO54526,11050,63.5
253,2017-05-22,SO71147,11050,742.35
254,,,11051,
255,2016-11-28,SO58766,11052,33.6442
256,2016-07-25,SO51582,11052,2.29
257,2016-07-25,SO51582,11052,14.97
258,2016-07-25,SO51582,11052,35.0
259,2016-07-25,SO51582,11052,2049.0982
260,2016-11-28,SO58766,11052,2384.07
261,2016-07-21,SO51505,11053,33.6442
262,2016-07-21,SO51505,11053,2049.0982
263,2016-12-01,SO59127,11054,34.99
264,2016-07-11,SO51350,11054,2049.0982
265,2016-12-01,SO59127,11054,2384.07
266,2016-07-11,SO51350,11054,54.99
267,2016-07-11,SO51350,11054,53.99
268,2016-12-09,SO59695,11055,9.98
269,2016-08-08,SO52271,11055,33.6442
270,2016-08-08,SO52271,11055,4.99
271,2016-08-08,SO52271,11055,35.0
272,2016-12-09,SO59695,11055,17.98
273,2016-08-08,SO52271,11055,2071.4196
274,2016-12-09,SO59695,11055,2384.07
275,2016-08-07,SO52207,11056,19.98
276,2016-08-07,SO52207,11056,9.98
277,2016-12-02,SO59194,11056,33.6442
278,2016-08-07,SO52207,11056,53.99
279,2016-08-07,SO52207,11056,23.5481
280,2016-08-07,SO52207,11056,2071.4196
281,2016-12-02,SO59194,11056,2384.07
282,2016-07-31,SO51682,11057,2071.4196
283,2016-11-22,SO58402,11057,8.99
284,2016-11-22,SO58402,11057,2384.07
285,2016-12-06,SO59464,11058,33.6442
286,2016-07-08,SO51292,11058,2071.4196
287,2016-07-08,SO51292,11058,54.99
288,2016-12-06,SO59464,11058,53.99
289,2016-12-06,SO59464,11058,2384.07
290,2016-09-12,SO54200,11059,19.98
291,2016-08-22,SO52933,11059,9.98
292,2016-09-12,SO54200,11059,9.98
293,2016-08-22,SO52933,11059,17.2884
294,2016-09-17,SO54480,11059,49.98
295,2016-08-22,SO52933,11059,53.99
296,2016-08-22,SO52933,11059,17.98
297,2016-12-27,SO60884,11060,17.98
298,2016-12-27,SO60884,11060,34.99
299,2016-07-08,SO51293,11060,2071.4196
300,2016-12-27,SO60884,11060,2384.07
301,2016-07-04,SO51237,11061,19.98
302,2016-07-04,SO51237,11061,9.98
303,2016-07-04,SO51237,11061,34.99
304,2016-07-04,SO51237,11061,2071.4196
305,2016-12-16,SO60168,11061,2384.07
306,2016-07-11,SO51347,11062,33.6442
307,2016-07-11,SO51347,11062,43.96
308,2016-07-11,SO51347,11062,2049.0982
309,2016-07-16,SO51431,11063,19.98
310,2016-07-16,SO51431,11063,14.97
311,2016-07-16,SO51431,11063,17.2884
312,2016-07-16,SO51431,11063,2049.0982
313,2016-07-16,SO51431,11063,53.99
314,2016-07-29,SO51646,11064,19.98
315,2016-07-29,SO51646,11064,2049.0982
316,2016-08-14,SO52558,11065,4.58
317,2016-08-14,SO52558,11065,35.0
318,2016-08-14,SO52558,11065,159.0
319,2017-03-22,SO66656,11066,33.6442
320,2017-03-22,SO66656,11066,3.99
321,2016-12-02,SO59178,11066,4.58
322,2016-12-02,SO59178,11066,9.98
323,2016-12-02,SO59178,11066,35.0
324,2017-02-19,SO64472,11067,7.98
325,2017-01-21,SO62476,11068,19.98
326,2016-11-01,SO57197,11068,9.98
327,2017-01-21,SO62476,11068,9.98
328,2017-04-10,SO67965,11068,43.96
329,2017-04-10,SO67965,11068,24.99
330,2017-04-10,SO67965,11068,14.97
331,2016-11-01,SO57197,11068,17.98
332,2016-11-01,SO57197,11068,47.0962
333,2017-04-10,SO67965,11068,15.9
334,2016-07-30,SO51667,11069,2071.4196
335,2016-12-06,SO59465,11069,2384.07
336,2016-07-13,SO51385,11070,4.58
337,2016-12-28,SO60939,11070,4.58
338,2016-07-13,SO51385,11070,35.0
339,2016-12-28,SO60939,11070,14.97
340,2016-07-13,SO51385,11070,2049.0982
341,2016-07-13,SO51385,11070,15.9
342,2016-12-28,SO60939,11070,28.99
343,2016-12-28,SO60939,11070,2384.07
344,2016-09-19,SO54593,11071,19.98
345,2017-06-03,SO72067,11071,9.98
346,2016-09-19,SO54593,11071,9.98
347,2016-09-02,SO53667,11071,6.87
348,2016-09-02,SO53667,11071,49.98
349,2017-06-03,SO72067,11071,17.98
350,2017-06-03,SO72067,11071,53.99
351,2016-12-17,SO60240,11072,9.98
352,2016-07-13,SO51386,11072,43.96
353,2016-12-17,SO60240,11072,17.98
354,2016-07-13,SO51386,11072,53.99
355,2016-07-13,SO51386,11072,2071.4196
356,2016-12-17,SO60240,11072,2384.07
357,2016-09-24,SO54892,11073,19.98
358,2016-09-24,SO54892,11073,9.98
359,2017-02-22,SO64686,11073,9.98
360,2016-12-12,SO59841,11073,33.6442
361,2017-02-22,SO64686,11073,17.2884
362,2016-09-24,SO54892,11073,33.6442
363,2016-12-12,SO59841,11073,24.99
364,2016-12-12,SO59841,11073,9.98
365,2017-02-22,SO64686,11073,17.98
366,2016-09-24,SO54892,11073,53.99
367,2016-09-24,SO54893,11074,19.98
368,2016-09-24,SO54893,11074,4.99
369,2016-09-24,SO54893,11074,33.6442
370,2016-11-07,SO57536,11074,4.58
371,2016-11-07,SO57536,11074,49.98
372,2016-11-28,SO58717,11074,17.98
373,2016-11-07,SO57536,11074,7.95
374,2016-12-26,SO60835,11075,9.98
375,2016-12-26,SO60835,11075,2384.07
376,2016-12-26,SO60835,11075,26.97
377,2016-07-20,SO51491,11075,2049.0982
378,2016-12-23,SO60628,11076,2384.07
379,2016-07-04,SO51239,11076,54.99
380,2016-07-04,SO51239,11076,2071.4196
381,2016-12-14,SO60042,11077,34.99
382,2016-07-29,SO51651,11077,2071.4196
383,2016-07-29,SO51651,11077,54.99
384,2016-12-14,SO60042,11077,2384.07
385,2017-06-27,SO73869,11078,9.98
386,2016-09-12,SO54214,11078,29.99
387,2017-04-15,SO68288,11078,7.98
388,2016-09-08,SO53993,11078,7.98
389,2017-04-15,SO68288,11078,42.98
390,2016-09-13,SO54268,11078,24.99
391,2016-11-24,SO58490,11078,49.98
392,2017-01-17,SO62245,11078,6.87
393,2017-01-20,SO62413,11078,2.29
394,2017-04-15,SO68285,11078,33.6442
395,2016-10-21,SO56449,11078,33.6442
396,2016-09-12,SO54214,11078,43.96
397,2016-11-23,SO58429,11078,49.98
398,2016-09-12,SO54214,11078,9.98
399,2016-11-23,SO58429,11078,9.98
400,2016-11-02,SO57281,11078,35.0
401,2017-06-27,SO73869,11078,26.97
402,2016-08-19,SO52789,11078,34.99
403,2016-08-19,SO52789,11078,9.98
404,2016-10-21,SO56449,11078,4.99
405,2017-01-20,SO62413,11078,4.99
406,2016-11-15,SO57969,11078,17.98
407,2017-01-04,SO61443,11078,53.99
408,2016-08-19,SO52789,11078,47.0962
409,2016-09-08,SO53993,11078,7.95
410,2017-04-05,SO67668,11078,69.99
411,2017-01-17,SO62245,11078,159.0
412,2016-11-15,SO57969,11078,48.0673
413,2016-11-24,SO58490,11078,48.0673
414,2016-10-21,SO56449,11078,57.98
415,2016-09-16,SO54436,11079,29.97
416,2017-03-03,SO65460,11079,9.98
417,2017-03-03,SO65460,11079,17.2884
418,2017-03-03,SO65460,11079,26.97
419,2016-12-25,SO60764,11080,33.6442
420,2016-07-17,SO51448,11080,9.98
421,2016-07-17,SO51448,11080,35.0
422,2016-07-17,SO51448,11080,2071.4196
423,2016-12-25,SO60764,11080,48.0673
424,2016-12-25,SO60764,11080,2384.07
425,2016-10-15,SO56136,11081,7.98
426,2016-08-16,SO52649,11081,2.29
427,2016-10-15,SO56136,11081,17.2884
428,2016-08-16,SO52649,11081,35.0
429,2016-10-15,SO56136,11081,53.99
430,2017-05-09,SO70231,11082,4.99
431,2017-05-09,SO70231,11082,47.0962
432,2016-07-26,SO51592,11082,35.0
433,2017-05-09,SO70231,11082,17.98
434,2016-07-26,SO51592,11082,2049.0982
435,2017-05-09,SO70231,11082,742.35
436,2016-07-10,SO51325,11083,33.6442
437,2016-07-10,SO51325,11083,4.99
438,2016-07-10,SO51325,11083,35.0
439,2016-07-10,SO51325,11083,2071.4196
440,2017-05-11,SO70362,11083,742.35
441,2017-05-24,SO71270,11084,9.98
442,2016-07-08,SO51289,11084,4.58
443,2017-05-24,SO71270,11084,17.98
444,2016-07-08,SO51289,11084,2071.4196
445,2017-05-24,SO71270,11084,742.35
446,2017-06-08,SO72476,11085,33.6442
447,2017-06-08,SO72476,11085,9.98
448,2017-06-08,SO72476,11085,35.0
449,2017-06-23,SO73610,11086,33.6442
450,2017-01-03,SO61384,11086,11.97
451,2017-06-23,SO73610,11086,9.98
452,2017-06-23,SO73610,11086,35.0
453,2017-01-03,SO61384,11086,48.0673
454,2017-06-23,SO73610,11086,47.0962
455,2016-08-29,SO53299,11087,7.98
456,2017-02-10,SO63918,11087,4.58
457,2017-02-10,SO63918,11087,35.0
458,2016-08-29,SO53299,11087,159.0
459,2017-05-21,SO71077,11089,33.6442
460,2016-07-02,SO51194,11089,33.6442
461,2016-07-02,SO51194,11089,43.96
462,2016-07-02,SO51194,11089,2049.0982
463,2017-05-21,SO71077,11089,48.0673
464,2017-05-21,SO71077,11089,17.98
465,2017-05-21,SO71077,11089,742.35
466,2017-05-24,SO71269,11090,25.9326
467,2016-07-31,SO51679,11090,2049.0982
468,2016-07-31,SO51679,11090,47.0962
469,2016-07-31,SO51679,11090,54.99
470,2017-05-24,SO71269,11090,742.35
471,2015-02-07,SO45389,11090,3578.27
472,2016-08-02,SO51925,11091,9.98
473,2016-10-28,SO56816,11091,9.98
474,2017-01-02,SO61333,11091,59.98
475,2017-04-30,SO69332,11091,3.99
476,2016-10-05,SO55572,11091,7.98
477,2016-10-06,SO55626,11091,7.98
478,2016-11-06,SO57494,11091,3.99
479,2017-01-23,SO62597,11091,7.98
480,2017-02-06,SO63636,11091,7.98
481,2017-02-19,SO64475,11091,7.98
482,2016-10-06,SO55626,11091,42.98
483,2017-02-06,SO63636,11091,42.98
484,2017-02-19,SO64475,11091,24.99
485,2016-09-23,SO54831,11091,47.0962
486,2017-05-10,SO70264,11091,4.58
487,2017-06-18,SO73198,11091,4.58
488,2017-06-21,SO73431,11091,6.87
489,2017-06-23,SO73594,11091,4.58
490,2016-10-05,SO55572,11091,6.87
491,2016-10-06,SO55626,11091,2.29
492,2016-11-06,SO57494,11091,4.58
493,2016-12-06,SO59427,11091,4.58
494,2016-12-22,SO60531,11091,4.58
495,2017-02-19,SO64475,11091,4.58
496,2017-01-23,SO62597,11091,8.6442
497,2016-10-21,SO56448,11091,33.6442
498,2017-02-04,SO63516,11091,33.6442
499,2017-06-18,SO73198,11091,49.98
500,2017-06-23,SO73594,11091,49.98
501,2016-12-06,SO59427,11091,74.97
502,2017-02-04,SO63516,11091,24.99
503,2017-04-30,SO69332,11091,32.6
504,2017-05-10,SO70264,11091,32.6
505,2016-10-05,SO55572,11091,32.6
506,2017-01-23,SO62597,11091,32.6
507,2016-12-06,SO59427,11091,14.97
508,2017-01-02,SO61333,11091,4.99
509,2017-02-04,SO63516,11091,9.98
510,2017-05-09,SO70203,11091,35.0
511,2017-04-30,SO69332,11091,34.99
512,2017-03-14,SO66157,11091,34.99
513,2017-06-21,SO73431,11091,9.98
514,2016-09-15,SO54391,11091,14.97
515,2016-10-21,SO56448,11091,14.97
516,2017-04-13,SO68151,11091,47.0962
517,2016-09-10,SO54113,11091,47.0962
518,2016-09-15,SO54391,11091,23.85
519,2017-04-13,SO68151,11091,120.0
520,2016-12-07,SO59522,11091,69.99
521,2017-02-04,SO63516,11091,48.0673
522,2016-09-23,SO54831,11091,48.0673
523,2016-09-10,SO54113,11091,57.98
524,2016-08-12,SO52420,11091,53.99
525,2017-01-23,SO62597,11091,53.99
526,2016-07-16,SO51432,11092,43.96
527,2016-12-23,SO60629,11092,17.98
528,2016-07-16,SO51432,11092,2071.4196
529,2016-12-23,SO60629,11092,2384.07
530,2016-07-11,SO51352,11093,33.6442
531,2016-07-11,SO51352,11093,43.96
532,2016-12-10,SO59760,11093,34.99
533,2016-07-11,SO51352,11093,26.97
534,2016-07-11,SO51352,11093,2049.0982
535,2016-12-10,SO59760,11093,2384.07
536,2016-10-09,SO55816,11094,49.98
537,2016-10-09,SO55816,11094,4.99
538,2017-02-22,SO64684,11094,23.85
539,2017-02-22,SO64684,11094,120.0
540,2016-07-31,SO51683,11095,19.98
541,2016-07-31,SO51683,11095,9.98
542,2016-12-27,SO60885,11095,33.6442
543,2016-07-31,SO51683,11095,53.99
544,2016-07-31,SO51683,11095,2049.0982
545,2016-12-27,SO60885,11095,2384.07
546,2017-01-31,SO63115,11096,8.6442
547,2016-08-26,SO53176,11096,2049.0982
548,2017-01-31,SO63115,11096,2384.07
549,2016-09-17,SO54519,11097,19.98
550,2017-01-25,SO62750,11097,34.99
551,2016-09-17,SO54519,11097,2049.0982
552,2017-01-25,SO62750,11097,2384.07
553,2017-04-18,SO68475,11098,9.98
554,2016-08-15,SO52579,11098,74.97
555,2016-08-15,SO52579,11098,9.98
556,2017-02-10,SO63890,11098,53.99
557,2016-09-07,SO53971,11099,19.98
558,2016-09-07,SO53971,11099,14.97
559,2017-01-02,SO61367,11099,9.98
560,2017-01-02,SO61367,11099,53.99
561,2017-01-02,SO61367,11099,8.99
562,2016-09-07,SO53971,11099,53.99
563,2016-09-07,SO53971,11099,2049.0982
564,2017-01-02,SO61367,11099,2384.07
565,2017-02-08,SO63819,11100,9.98
566,2016-09-24,SO54928,11100,47.0962
567,2017-02-08,SO63819,11100,17.98
568,2017-02-08,SO63819,11100,2384.07
569,2016-09-24,SO54928,11100,54.99
570,2016-12-31,SO61165,11101,9.98
571,2016-12-31,SO61165,11101,17.98
572,2016-12-31,SO61165,11101,70.6443
573,2016-07-30,SO51668,11101,120.0
574,2016-12-31,SO61165,11101,2384.07
575,2016-07-30,SO51668,11101,2071.4196
576,2017-06-11,SO72645,11102,19.98
577,2017-06-11,SO72645,11102,9.98
578,2017-04-05,SO67645,11102,49.98
579,2017-01-17,SO62239,11102,15.9
580,2017-06-11,SO72645,11102,54.99
581,2016-07-13,SO51384,11103,19.98
582,2016-07-13,SO51384,11103,9.98
583,2016-07-13,SO51384,11103,47.0962
584,2016-12-08,SO59636,11103,34.99
585,2016-07-13,SO51384,11103,53.99
586,2016-12-08,SO59636,11103,2384.07
587,2016-12-17,SO60241,11104,2384.07
588,2016-07-26,SO51594,11104,14.97
589,2016-07-26,SO51594,11104,35.0
590,2016-07-26,SO51594,11104,2049.0982
591,2016-12-17,SO60241,11104,53.99
592,2016-12-07,SO59561,11105,8.99
593,2016-07-04,SO51235,11105,2049.0982
594,2016-12-07,SO59561,11105,15.9
595,2016-12-07,SO59561,11105,2384.07
596,2016-07-04,SO51236,11106,2049.0982
597,2016-12-17,SO60242,11106,2384.07
598,2016-12-23,SO60612,11107,33.6442
599,2016-07-17,SO51447,11107,33.6442
600,2016-07-17,SO51447,11107,65.94
601,2016-07-17,SO51447,11107,2071.4196
602,2016-12-23,SO60612,11107,2384.07
603,2016-12-25,SO60747,11108,33.6442
604,2016-07-03,SO51215,11108,35.0
605,2016-07-03,SO51215,11108,2049.0982
606,2016-12-26,SO60818,11109,17.2884
607,2016-07-15,SO51420,11109,43.96
608,2016-07-15,SO51420,11109,9.98
609,2016-07-15,SO51420,11109,35.0
610,2016-07-15,SO51420,11109,2049.0982
611,2016-07-15,SO51420,11109,120.0
612,2016-12-26,SO60818,11109,2384.07
613,2017-02-21,SO64674,11110,4.99
614,2017-02-21,SO64674,11110,17.98
615,2016-09-14,SO54367,11110,2049.0982
616,2017-02-21,SO64674,11110,2384.07
617,2016-09-13,SO54307,11111,19.98
618,2016-09-13,SO54307,11111,14.97
619,2016-09-13,SO54307,11111,8.6442
620,2017-02-23,SO64789,11111,9.98
621,2016-09-13,SO54307,11111,2049.0982
622,2017-02-23,SO64789,11111,57.98
623,2017-02-23,SO64789,11111,2384.07
624,2016-10-09,SO55860,11112,43.96
625,2017-03-05,SO65625,11112,34.99
626,2016-10-09,SO55860,11112,2071.4196
627,2016-10-09,SO55860,11112,159.0
628,2017-03-05,SO65625,11112,2384.07
629,2016-08-05,SO52072,11113,19.98
630,2016-08-05,SO52072,11113,9.98
631,2016-08-05,SO52072,11113,33.6442
632,2016-08-13,SO52474,11113,21.98
633,2016-08-13,SO52474,11113,49.98
634,2016-08-13,SO52474,11113,9.98
635,2016-10-23,SO56547,11113,15.9
636,2017-01-25,SO62700,11114,9.99
637,2017-01-25,SO62700,11114,9.98
638,2017-06-28,SO73942,11114,49.98
639,2017-06-28,SO73942,11114,14.97
640,2017-06-28,SO73942,11114,34.99
641,2017-01-25,SO62700,11114,34.99
642,2016-09-19,SO54594,11114,15.9
643,2016-08-14,SO52526,11115,4.58
644,2016-08-14,SO52526,11115,49.98
645,2017-06-24,SO73651,11115,15.9
646,2017-01-13,SO61977,11116,9.99
647,2017-01-13,SO61977,11116,4.99
648,2016-09-16,SO54433,11116,4.58
649,2016-09-16,SO54433,11116,24.99
650,2017-01-13,SO61977,11116,34.99
